scenario_key,scenario_label,year,end_height,burn_active,capacity_pct,reward_per_block_atho,annual_issuance_atho,annual_fees_total_atho,annual_burn_atho,annual_miner_fees_atho,annual_miner_revenue_atho,cumulative_emitted_atho,cumulative_burned_atho,circulating_supply_atho,annual_net_change_atho,annual_net_rate_pct,tx_per_block_est,tps_est
burn_25,Burn On (25% block capacity),9,2365199,0,25.0000,5.00000000,1314000.00000000,36956.25000000,0E-8,36956.25000000,1350956.25000000,18446000.00000000,0E-8,18446000.00000000,1314000.00000000,7.66985758,1104,9.20000000
burn_25,Burn On (25% block capacity),10,2627999,0,25.0000,5.00000000,1314000.00000000,36956.25000000,0E-8,36956.25000000,1350956.25000000,19760000.00000000,0E-8,19760000.00000000,1314000.00000000,7.12349561,1104,9.20000000
burn_25,Burn On (25% block capacity),11,2890799,0,25.0000,2.50000000,657000.00000000,36956.25000000,0E-8,36956.25000000,693956.25000000,20417000.00000000,0E-8,20417000.00000000,657000.00000000,3.32489879,1104,9.20000000
burn_25,Burn On (25% block capacity),12,3153599,0,25.0000,2.50000000,657000.00000000,36956.25000000,0E-8,36956.25000000,693956.25000000,21074000.00000000,0E-8,21074000.00000000,657000.00000000,3.21790665,1104,9.20000000
burn_25,Burn On (25% block capacity),13,3416399,0,25.0000,2.50000000,657000.00000000,36956.25000000,0E-8,36956.25000000,693956.25000000,21731000.00000000,0E-8,21731000.00000000,657000.00000000,3.11758565,1104,9.20000000
burn_25,Burn On (25% block capacity),14,3679199,0,25.0000,2.50000000,657000.00000000,36956.25000000,0E-8,36956.25000000,693956.25000000,22388000.00000000,0E-8,22388000.00000000,657000.00000000,3.02333073,1104,9.20000000
burn_25,Burn On (25% block capacity),15,3941999,0,25.0000,2.50000000,657000.00000000,36956.25000000,0E-8,36956.25000000,693956.25000000,23045000.00000000,0E-8,23045000.00000000,657000.00000000,2.93460783,1104,9.20000000
burn_25,Burn On (25% block capacity),16,4204799,0,25.0000,1.25000000,328500.00000000,36956.25000000,0E-8,36956.25000000,365456.25000000,23373500.00000000,0E-8,23373500.00000000,328500.00000000,1.42547190,1104,9.20000000
burn_25,Burn On (25% block capacity),17,4467599,0,25.0000,1.25000000,328500.00000000,36956.25000000,0E-8,36956.25000000,365456.25000000,23702000.00000000,0E-8,23702000.00000000,328500.00000000,1.40543778,1104,9.20000000
burn_25,Burn On (25% block capacity),18,4730399,0,25.0000,1.25000000,328500.00000000,36956.25000000,0E-8,36956.25000000,365456.25000000,24030500.00000000,0E-8,24030500.00000000,328500.00000000,1.38595899,1104,9.20000000
burn_25,Burn On (25% block capacity),19,4993199,0,25.0000,1.25000000,328500.00000000,36956.25000000,0E-8,36956.25000000,365456.25000000,24359000.00000000,0E-8,24359000.00000000,328500.00000000,1.36701275,1104,9.20000000
burn_25,Burn On (25% block capacity),20,5255999,0,25.0000,1.25000000,328500.00000000,36956.25000000,0E-8,36956.25000000,365456.25000000,24687500.00000000,0E-8,24687500.00000000,328500.00000000,1.34857753,1104,9.20000000
burn_25,Burn On (25% block capacity),21,5518799,0,25.0000,0.62500000,164250.00000000,36956.25000000,0E-8,36956.25000000,201206.25000000,24851750.00000000,0E-8,24851750.00000000,164250.00000000,0.66531646,1104,9.20000000
burn_25,Burn On (25% block capacity),22,5781599,0,25.0000,0.62500000,164250.00000000,36956.25000000,0E-8,36956.25000000,201206.25000000,25016000.00000000,0E-8,25016000.00000000,164250.00000000,0.66091925,1104,9.20000000
burn_25,Burn On (25% block capacity),23,6044399,0,25.0000,0.62500000,164250.00000000,36956.25000000,0E-8,36956.25000000,201206.25000000,25180250.00000000,0E-8,25180250.00000000,164250.00000000,0.65657979,1104,9.20000000
burn_25,Burn On (25% block capacity),24,6307199,0,25.0000,0.62500000,164250.00000000,36956.25000000,0E-8,36956.25000000,201206.25000000,25344500.00000000,0E-8,25344500.00000000,164250.00000000,0.65229694,1104,9.20000000
burn_25,Burn On (25% block capacity),25,6569999,0,25.0000,0.62500000,164250.00000000,36956.25000000,0E-8,36956.25000000,201206.25000000,25508750.00000000,0E-8,25508750.00000000,164250.00000000,0.64806960,1104,9.20000000
burn_25,Burn On (25% block capacity),26,6832799,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,25590875.00000000,0E-8,25590875.00000000,82125.00000000,0.32194835,1104,9.20000000
burn_25,Burn On (25% block capacity),27,7095599,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,25673000.00000000,0E-8,25673000.00000000,82125.00000000,0.32091517,1104,9.20000000
burn_25,Burn On (25% block capacity),28,7358399,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,25755125.00000000,0E-8,25755125.00000000,82125.00000000,0.31988860,1104,9.20000000
burn_25,Burn On (25% block capacity),29,7621199,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,25837250.00000000,0E-8,25837250.00000000,82125.00000000,0.31886857,1104,9.20000000
burn_25,Burn On (25% block capacity),30,7883999,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,25919375.00000000,0E-8,25919375.00000000,82125.00000000,0.31785503,1104,9.20000000
burn_25,Burn On (25% block capacity),31,8146799,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,26001500.00000000,0E-8,26001500.00000000,82125.00000000,0.31684792,1104,9.20000000
burn_25,Burn On (25% block capacity),32,8409599,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,26083625.00000000,0E-8,26083625.00000000,82125.00000000,0.31584716,1104,9.20000000
burn_25,Burn On (25% block capacity),33,8672399,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,26165750.00000000,0E-8,26165750.00000000,82125.00000000,0.31485271,1104,9.20000000
burn_25,Burn On (25% block capacity),34,8935199,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,26247875.00000000,0E-8,26247875.00000000,82125.00000000,0.31386450,1104,9.20000000
burn_25,Burn On (25% block capacity),35,9197999,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,26330000.00000000,0E-8,26330000.00000000,82125.00000000,0.31288247,1104,9.20000000
burn_25,Burn On (25% block capacity),36,9460799,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,26412125.00000000,0E-8,26412125.00000000,82125.00000000,0.31190657,1104,9.20000000
burn_25,Burn On (25% block capacity),37,9723599,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,26494250.00000000,0E-8,26494250.00000000,82125.00000000,0.31093674,1104,9.20000000
burn_25,Burn On (25% block capacity),38,9986399,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,26576375.00000000,0E-8,26576375.00000000,82125.00000000,0.30997292,1104,9.20000000
burn_25,Burn On (25% block capacity),39,10249199,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,26658500.00000000,0E-8,26658500.00000000,82125.00000000,0.30901506,1104,9.20000000
burn_25,Burn On (25% block capacity),40,10511999,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,26740625.00000000,0E-8,26740625.00000000,82125.00000000,0.30806309,1104,9.20000000
burn_25,Burn On (25% block capacity),41,10774799,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,26822750.00000000,0E-8,26822750.00000000,82125.00000000,0.30711698,1104,9.20000000
burn_25,Burn On (25% block capacity),42,11037599,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,26904875.00000000,0E-8,26904875.00000000,82125.00000000,0.30617666,1104,9.20000000
burn_25,Burn On (25% block capacity),43,11300399,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,26987000.00000000,0E-8,26987000.00000000,82125.00000000,0.30524208,1104,9.20000000
burn_25,Burn On (25% block capacity),44,11563199,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,27069125.00000000,0E-8,27069125.00000000,82125.00000000,0.30431319,1104,9.20000000
burn_25,Burn On (25% block capacity),45,11825999,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,27151250.00000000,0E-8,27151250.00000000,82125.00000000,0.30338993,1104,9.20000000
burn_25,Burn On (25% block capacity),46,12088799,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,27233375.00000000,0E-8,27233375.00000000,82125.00000000,0.30247226,1104,9.20000000
burn_25,Burn On (25% block capacity),47,12351599,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,27315500.00000000,0E-8,27315500.00000000,82125.00000000,0.30156013,1104,9.20000000
burn_25,Burn On (25% block capacity),48,12614399,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,27397625.00000000,0E-8,27397625.00000000,82125.00000000,0.30065348,1104,9.20000000
burn_25,Burn On (25% block capacity),49,12877199,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,27479750.00000000,0E-8,27479750.00000000,82125.00000000,0.29975226,1104,9.20000000
burn_25,Burn On (25% block capacity),50,13139999,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,27561875.00000000,0E-8,27561875.00000000,82125.00000000,0.29885643,1104,9.20000000
burn_25,Burn On (25% block capacity),51,13402799,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,27644000.00000000,0E-8,27644000.00000000,82125.00000000,0.29796594,1104,9.20000000
burn_25,Burn On (25% block capacity),52,13665599,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,27726125.00000000,0E-8,27726125.00000000,82125.00000000,0.29708074,1104,9.20000000
burn_25,Burn On (25% block capacity),53,13928399,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,27808250.00000000,0E-8,27808250.00000000,82125.00000000,0.29620079,1104,9.20000000
burn_25,Burn On (25% block capacity),54,14191199,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,27890375.00000000,0E-8,27890375.00000000,82125.00000000,0.29532603,1104,9.20000000
burn_25,Burn On (25% block capacity),55,14453999,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,27972500.00000000,0E-8,27972500.00000000,82125.00000000,0.29445642,1104,9.20000000
burn_25,Burn On (25% block capacity),56,14716799,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,28054625.00000000,0E-8,28054625.00000000,82125.00000000,0.29359192,1104,9.20000000
burn_25,Burn On (25% block capacity),57,14979599,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,28136750.00000000,0E-8,28136750.00000000,82125.00000000,0.29273248,1104,9.20000000
burn_25,Burn On (25% block capacity),58,15242399,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,28218875.00000000,0E-8,28218875.00000000,82125.00000000,0.29187806,1104,9.20000000
burn_25,Burn On (25% block capacity),59,15505199,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,28301000.00000000,0E-8,28301000.00000000,82125.00000000,0.29102861,1104,9.20000000
burn_25,Burn On (25% block capacity),60,15767999,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,28383125.00000000,0E-8,28383125.00000000,82125.00000000,0.29018409,1104,9.20000000
burn_25,Burn On (25% block capacity),61,16030799,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,28465250.00000000,0E-8,28465250.00000000,82125.00000000,0.28934446,1104,9.20000000
burn_25,Burn On (25% block capacity),62,16293599,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,28547375.00000000,0E-8,28547375.00000000,82125.00000000,0.28850967,1104,9.20000000
burn_25,Burn On (25% block capacity),63,16556399,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,28629500.00000000,0E-8,28629500.00000000,82125.00000000,0.28767969,1104,9.20000000
burn_25,Burn On (25% block capacity),64,16819199,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,28711625.00000000,0E-8,28711625.00000000,82125.00000000,0.28685447,1104,9.20000000
burn_25,Burn On (25% block capacity),65,17081999,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,28793750.00000000,0E-8,28793750.00000000,82125.00000000,0.28603397,1104,9.20000000
burn_25,Burn On (25% block capacity),66,17344799,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,28875875.00000000,0E-8,28875875.00000000,82125.00000000,0.28521815,1104,9.20000000
burn_25,Burn On (25% block capacity),67,17607599,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,28958000.00000000,0E-8,28958000.00000000,82125.00000000,0.28440697,1104,9.20000000
burn_25,Burn On (25% block capacity),68,17870399,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,29040125.00000000,0E-8,29040125.00000000,82125.00000000,0.28360039,1104,9.20000000
burn_25,Burn On (25% block capacity),69,18133199,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,29122250.00000000,0E-8,29122250.00000000,82125.00000000,0.28279837,1104,9.20000000
burn_25,Burn On (25% block capacity),70,18395999,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,29204375.00000000,0E-8,29204375.00000000,82125.00000000,0.28200088,1104,9.20000000
burn_25,Burn On (25% block capacity),71,18658799,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,29286500.00000000,0E-8,29286500.00000000,82125.00000000,0.28120787,1104,9.20000000
burn_25,Burn On (25% block capacity),72,18921599,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,29368625.00000000,0E-8,29368625.00000000,82125.00000000,0.28041931,1104,9.20000000
burn_25,Burn On (25% block capacity),73,19184399,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,29450750.00000000,0E-8,29450750.00000000,82125.00000000,0.27963515,1104,9.20000000
burn_25,Burn On (25% block capacity),74,19447199,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,29532875.00000000,0E-8,29532875.00000000,82125.00000000,0.27885538,1104,9.20000000
burn_25,Burn On (25% block capacity),75,19709999,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,29615000.00000000,0E-8,29615000.00000000,82125.00000000,0.27807994,1104,9.20000000
burn_25,Burn On (25% block capacity),76,19972799,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,29697125.00000000,0E-8,29697125.00000000,82125.00000000,0.27730880,1104,9.20000000
burn_25,Burn On (25% block capacity),77,20235599,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,29779250.00000000,0E-8,29779250.00000000,82125.00000000,0.27654192,1104,9.20000000
burn_25,Burn On (25% block capacity),78,20498399,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,29861375.00000000,0E-8,29861375.00000000,82125.00000000,0.27577928,1104,9.20000000
burn_25,Burn On (25% block capacity),79,20761199,0,25.0000,0.31250000,82125.00000000,36956.25000000,0E-8,36956.25000000,119081.25000000,29943500.00000000,0E-8,29943500.00000000,82125.00000000,0.27502083,1104,9.20000000
burn_25,Burn On (25% block capacity),80,21023999,1,25.0000,0.25000000,77000.00000000,36956.25000000,29565.00000000,7391.25000000,84391.25000000,30020500.00000000,29565.00000000,29990935.00000000,47435.00000000,0.15841501,1104,9.20000000
burn_25,Burn On (25% block capacity),81,21286799,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,30086200.00000000,59130.00000000,30027070.00000000,36135.00000000,0.12048641,1104,9.20000000
burn_25,Burn On (25% block capacity),82,21549599,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,30151900.00000000,88695.00000000,30063205.00000000,36135.00000000,0.12034141,1104,9.20000000
burn_25,Burn On (25% block capacity),83,21812399,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,30217600.00000000,118260.00000000,30099340.00000000,36135.00000000,0.12019677,1104,9.20000000
burn_25,Burn On (25% block capacity),84,22075199,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,30283300.00000000,147825.00000000,30135475.00000000,36135.00000000,0.12005247,1104,9.20000000
burn_25,Burn On (25% block capacity),85,22337999,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,30349000.00000000,177390.00000000,30171610.00000000,36135.00000000,0.11990851,1104,9.20000000
burn_25,Burn On (25% block capacity),86,22600799,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,30414700.00000000,206955.00000000,30207745.00000000,36135.00000000,0.11976490,1104,9.20000000
burn_25,Burn On (25% block capacity),87,22863599,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,30480400.00000000,236520.00000000,30243880.00000000,36135.00000000,0.11962164,1104,9.20000000
burn_25,Burn On (25% block capacity),88,23126399,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,30546100.00000000,266085.00000000,30280015.00000000,36135.00000000,0.11947872,1104,9.20000000
burn_25,Burn On (25% block capacity),89,23389199,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,30611800.00000000,295650.00000000,30316150.00000000,36135.00000000,0.11933614,1104,9.20000000
burn_25,Burn On (25% block capacity),90,23651999,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,30677500.00000000,325215.00000000,30352285.00000000,36135.00000000,0.11919390,1104,9.20000000
burn_25,Burn On (25% block capacity),91,23914799,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,30743200.00000000,354780.00000000,30388420.00000000,36135.00000000,0.11905199,1104,9.20000000
burn_25,Burn On (25% block capacity),92,24177599,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,30808900.00000000,384345.00000000,30424555.00000000,36135.00000000,0.11891043,1104,9.20000000
burn_25,Burn On (25% block capacity),93,24440399,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,30874600.00000000,413910.00000000,30460690.00000000,36135.00000000,0.11876920,1104,9.20000000
burn_25,Burn On (25% block capacity),94,24703199,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,30940300.00000000,443475.00000000,30496825.00000000,36135.00000000,0.11862830,1104,9.20000000
burn_25,Burn On (25% block capacity),95,24965999,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,31006000.00000000,473040.00000000,30532960.00000000,36135.00000000,0.11848774,1104,9.20000000
burn_25,Burn On (25% block capacity),96,25228799,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,31071700.00000000,502605.00000000,30569095.00000000,36135.00000000,0.11834752,1104,9.20000000
burn_25,Burn On (25% block capacity),97,25491599,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,31137400.00000000,532170.00000000,30605230.00000000,36135.00000000,0.11820762,1104,9.20000000
burn_25,Burn On (25% block capacity),98,25754399,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,31203100.00000000,561735.00000000,30641365.00000000,36135.00000000,0.11806806,1104,9.20000000
burn_25,Burn On (25% block capacity),99,26017199,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,31268800.00000000,591300.00000000,30677500.00000000,36135.00000000,0.11792882,1104,9.20000000
burn_25,Burn On (25% block capacity),100,26279999,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,31334500.00000000,620865.00000000,30713635.00000000,36135.00000000,0.11778991,1104,9.20000000
burn_25,Burn On (25% block capacity),101,26542799,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,31400200.00000000,650430.00000000,30749770.00000000,36135.00000000,0.11765133,1104,9.20000000
burn_25,Burn On (25% block capacity),102,26805599,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,31465900.00000000,679995.00000000,30785905.00000000,36135.00000000,0.11751307,1104,9.20000000
burn_25,Burn On (25% block capacity),103,27068399,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,31531600.00000000,709560.00000000,30822040.00000000,36135.00000000,0.11737514,1104,9.20000000
burn_25,Burn On (25% block capacity),104,27331199,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,31597300.00000000,739125.00000000,30858175.00000000,36135.00000000,0.11723754,1104,9.20000000
burn_25,Burn On (25% block capacity),105,27593999,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,31663000.00000000,768690.00000000,30894310.00000000,36135.00000000,0.11710025,1104,9.20000000
burn_25,Burn On (25% block capacity),106,27856799,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,31728700.00000000,798255.00000000,30930445.00000000,36135.00000000,0.11696329,1104,9.20000000
burn_25,Burn On (25% block capacity),107,28119599,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,31794400.00000000,827820.00000000,30966580.00000000,36135.00000000,0.11682664,1104,9.20000000
burn_25,Burn On (25% block capacity),108,28382399,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,31860100.00000000,857385.00000000,31002715.00000000,36135.00000000,0.11669032,1104,9.20000000
burn_25,Burn On (25% block capacity),109,28645199,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,31925800.00000000,886950.00000000,31038850.00000000,36135.00000000,0.11655431,1104,9.20000000
burn_25,Burn On (25% block capacity),110,28907999,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,31991500.00000000,916515.00000000,31074985.00000000,36135.00000000,0.11641862,1104,9.20000000
burn_25,Burn On (25% block capacity),111,29170799,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,32057200.00000000,946080.00000000,31111120.00000000,36135.00000000,0.11628324,1104,9.20000000
burn_25,Burn On (25% block capacity),112,29433599,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,32122900.00000000,975645.00000000,31147255.00000000,36135.00000000,0.11614818,1104,9.20000000
burn_25,Burn On (25% block capacity),113,29696399,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,32188600.00000000,1005210.00000000,31183390.00000000,36135.00000000,0.11601343,1104,9.20000000
burn_25,Burn On (25% block capacity),114,29959199,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,32254300.00000000,1034775.00000000,31219525.00000000,36135.00000000,0.11587900,1104,9.20000000
burn_25,Burn On (25% block capacity),115,30221999,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,32320000.00000000,1064340.00000000,31255660.00000000,36135.00000000,0.11574487,1104,9.20000000
burn_25,Burn On (25% block capacity),116,30484799,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,32385700.00000000,1093905.00000000,31291795.00000000,36135.00000000,0.11561106,1104,9.20000000
burn_25,Burn On (25% block capacity),117,30747599,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,32451400.00000000,1123470.00000000,31327930.00000000,36135.00000000,0.11547756,1104,9.20000000
burn_25,Burn On (25% block capacity),118,31010399,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,32517100.00000000,1153035.00000000,31364065.00000000,36135.00000000,0.11534436,1104,9.20000000
burn_25,Burn On (25% block capacity),119,31273199,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,32582800.00000000,1182600.00000000,31400200.00000000,36135.00000000,0.11521147,1104,9.20000000
burn_25,Burn On (25% block capacity),120,31535999,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,32648500.00000000,1212165.00000000,31436335.00000000,36135.00000000,0.11507888,1104,9.20000000
burn_25,Burn On (25% block capacity),121,31798799,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,32714200.00000000,1241730.00000000,31472470.00000000,36135.00000000,0.11494661,1104,9.20000000
burn_25,Burn On (25% block capacity),122,32061599,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,32779900.00000000,1271295.00000000,31508605.00000000,36135.00000000,0.11481463,1104,9.20000000
burn_25,Burn On (25% block capacity),123,32324399,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,32845600.00000000,1300860.00000000,31544740.00000000,36135.00000000,0.11468296,1104,9.20000000
burn_25,Burn On (25% block capacity),124,32587199,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,32911300.00000000,1330425.00000000,31580875.00000000,36135.00000000,0.11455159,1104,9.20000000
burn_25,Burn On (25% block capacity),125,32849999,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,32977000.00000000,1359990.00000000,31617010.00000000,36135.00000000,0.11442052,1104,9.20000000
burn_25,Burn On (25% block capacity),126,33112799,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,33042700.00000000,1389555.00000000,31653145.00000000,36135.00000000,0.11428974,1104,9.20000000
burn_25,Burn On (25% block capacity),127,33375599,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,33108400.00000000,1419120.00000000,31689280.00000000,36135.00000000,0.11415927,1104,9.20000000
burn_25,Burn On (25% block capacity),128,33638399,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,33174100.00000000,1448685.00000000,31725415.00000000,36135.00000000,0.11402910,1104,9.20000000
burn_25,Burn On (25% block capacity),129,33901199,1,25.0000,0.25000000,65700.00000000,36956.25000000,29565.00000000,7391.25000000,73091.25000000,33239800.00000000,1478250.00000000,31761550.00000000,36135.00000000,0.11389922,1104,9.20000000
